Rank	Score	Type	ID	Name	Description
7717	-0.78	cp	BRD-A96456596	FPL-55712	Leukotriene receptor antagonist
7718	-0.78	cp	BRD-K32830106	guanfacine	Adrenergic receptor agonist
7719	-0.78	cp	BRD-K70327191	benzoxiquine	Anti-infective
7720	-0.78	cp	BRD-K32821942	azathioprine	Dehydrogenase inhibitor
7715	-0.76	cp	BRD-K59753975	vindesine	Tubulin inhibitor
7713	-0.75	cp	BRD-K56047318	RHC-80267	Triacylglycerol lipase inhibitor
7714	-0.75	cp	BRD-K47659338	EMD-386088	Serotonin receptor agonist
7711	-0.74	cp	BRD-K32744045	disulfiram	Aldehyde dehydrogenase inhibitor
7706	-0.7	cp	BRD-K63150726	JTE-907	Cannabinoid receptor inverse agonist
7707	-0.7	cp	BRD-K40887525	ritanserin	Serotonin receptor antagonist
7708	-0.7	cp	BRD-K43736954	cortisone	Glucocorticoid receptor agonist
7709	-0.7	cp	BRD-K69932463	AZD-8055	MTOR inhibitor
7710	-0.7	cp	BRD-A21858158	praziquantel	Anthelmintic
7696	-0.67	cp	BRD-A22380646	pantoprazole	ATPase inhibitor
7697	-0.67	cp	BRD-K68620903	dydrogesterone	Progesterone receptor agonist
7698	-0.67	cp	BRD-A48257147	PHCCC	Glutamate receptor agonist
7699	-0.67	cp	BRD-K15933101	ropinirole	Dopamine receptor agonist
7700	-0.67	cp	BRD-K01663662	diphenidol	Acetylcholine receptor agonist
7701	-0.67	cp	BRD-K20755323	SA-792728	Sphingosine kinase inhibitor
7694	-0.64	cp	BRD-K15842202	eudesmic-acid	-666
7690	-0.63	cp	BRD-K26241953	piceatannol	SYK inhibitor
7691	-0.63	cp	BRD-K34170797	fexaramine	FXR agonist
7692	-0.63	cp	BRD-K39120595	bithionol	Autotaxin inhibitor
7693	-0.63	cp	BRD-K86509404	iso-olomoucine	CDK inhibitor
7682	-0.6	cp	BRD-K45158365	valsartan	Angiotensin receptor antagonist
7683	-0.6	cp	BRD-A48720949	testosterone	androgen receptor agonist
7684	-0.6	cp	BRD-K92138166	mammea-a	other antibiotic
7685	-0.6	cp	BRD-K22010301	JLK-6	Gamma secretase inhibitor
7686	-0.6	cp	BRD-K08287586	butylparaben	DNA synthesis inhibitor
7687	-0.6	cp	BRD-A08187463	racecadotril	Enkephalinase inhibitor
7688	-0.6	cp	BRD-K35960502	niclosamide	DNA replication inhibitor
7677	-0.56	cp	BRD-K64606589	apicidin	HDAC inhibitor
7678	-0.56	cp	BRD-K37561857	zardaverine	Phosphodiesterase inhibitor
7680	-0.56	cp	BRD-A92585442	RU-28318	Cytochrome P450 inhibitor
7675	-0.54	cp	BRD-K05737787	isoeugenol	Nitric oxide production inhibitor
7669	-0.53	cp	BRD-A96107863	nisoldipine	Calcium channel blocker
7670	-0.53	cp	BRD-K33864865	LY-225910	CCK receptor antagonist
7671	-0.53	cp	BRD-K93480852	KN-93	Calcium-calmodulin dependent protein kinase inhibitor
7672	-0.53	cp	BRD-K81128206	edrophonium	Acetylcholinesterase inhibitor
7673	-0.53	cp	BRD-K08703257	3-amino-benzamide	PARP inhibitor
7674	-0.53	cp	BRD-K09778810	FGIN-1-27	Inositol monophosphatase inhibitor
7666	-0.5	cp	BRD-K27665173	D-64406	PDGFR receptor inhibitor
7663	-0.49	cp	BRD-K21283037	riluzole	Glutamate inhibitor
7664	-0.49	cp	BRD-A35033682	eriodictyol	Cytochrome P450 inhibitor
7665	-0.49	cp	BRD-K31054881	BMY-7378	Adrenergic receptor antagonist
7652	-0.46	cp	BRD-K09471561	levofloxacin	Bacterial DNA gyrase inhibitor
7653	-0.46	cp	BRD-A16444946	acarbose	Glucosidase inhibitor
7654	-0.46	cp	BRD-K04170657	psoromic-acid	Ras GTPase inhibitor
7655	-0.46	cp	BRD-K17796732	JWH-015	Cannabinoid receptor agonist
7656	-0.46	cp	BRD-K26429091	J-104129	Acetylcholine receptor antagonist
7657	-0.46	cp	BRD-K60298136	ITE	Aryl hydrocarbon receptor agonist
7658	-0.46	cp	BRD-K18742343	H-8	PKA inhibitor
7659	-0.46	cp	BRD-A75402480	desoxycorticosterone	Mineralocorticoid receptor agonist
7660	-0.46	cp	BRD-K80639402	SB-258585	Serotonin receptor antagonist
7661	-0.46	cp	BRD-K49945136	GR-113808	Serotonin receptor antagonist
7662	-0.46	cp	BRD-K94294671	OSI-027	MTOR inhibitor
7649	-0.45	cp	BRD-K84955386	hyperoside	Glucosidase inhibitor
7647	-0.42	cp	BRD-K56700933	phenethyl-isothiocyanate	Antineoplastic
7648	-0.42	cp	BRD-A55913614	primaquine	Antimalarial
7638	-0.39	cp	BRD-K52080565	rilmenidine	Imidazoline receptor agonist
7639	-0.39	cp	BRD-K52930707	rescinnamine	ACE inhibitor
7640	-0.39	cp	BRD-K78294846	osthol	Calcium channel blocker
7641	-0.39	cp	BRD-A11678676	wortmannin	PI3K inhibitor
7642	-0.39	cp	BRD-A97104540	fenoterol	Adrenergic receptor agonist
7644	-0.39	cp	BRD-K80738081	resveratrol	Cytochrome P450 inhibitor
7645	-0.39	cp	BRD-K37865504	LY-2183240	FAAH inhibitor
7646	-0.39	cp	BRD-K21548250	moracizine	Sodium channel blocker
7637	-0.37	cp	BRD-K96134740	kitasamycin	Protein synthesis inhibitor
7636	-0.36	cp	BRD-A89434049	sarmentogenin	ATPase inhibitor
7627	-0.35	cp	BRD-K64994968	progesterone	Progesterone receptor agonist
7628	-0.35	cp	BRD-A53576514	orphenadrine	Acetylcholine receptor antagonist
7629	-0.35	cp	BRD-K91315211	betahistine	Histamine receptor agonist
7630	-0.35	cp	BRD-K46384212	o-3M3FBS	phospholipase activator
7631	-0.35	cp	BRD-K88741031	methyl-2,5-dihydroxycinnamate	EGFR inhibitor
7632	-0.35	cp	BRD-A18917088	estradiol	Contraceptive agent
7633	-0.35	cp	BRD-K66876909	linezolid	Bacterial 50S ribosomal subunit inhibitor
7634	-0.35	cp	BRD-A09472452	flecainide	Sodium channel blocker
7635	-0.35	cp	BRD-A79672927	tropicamide	Acetylcholine receptor antagonist
7619	-0.32	cp	BRD-A62025033	temsirolimus	MTOR inhibitor
7620	-0.32	cp	BRD-A19633847	perhexiline	Carnitine palmitoyltransferase inhibitor
7621	-0.32	cp	BRD-A84189516	baccatin-III	Paclitaxel precursor
7622	-0.32	cp	BRD-K65146499	nabumetone	Cyclooxygenase inhibitor
7623	-0.32	cp	BRD-K45252063	clofibrate	PPAR receptor agonist
7624	-0.32	cp	BRD-K50214219	CS-1657	PARP inhibitor
7610	-0.28	cp	BRD-K88304388	dextrorphan	Glutamate receptor antagonist
7611	-0.28	cp	BRD-K68437527	EMF-bca1-60	caspase inhibitor
7612	-0.28	cp	BRD-K89274813	DMP-543	Acetylcholine release stimulant
7613	-0.28	cp	BRD-K19227686	phenolphthalein	Indicator dye
7615	-0.28	cp	BRD-K13571841	pepstatin	Aspartic protease inhibitor
7602	-0.25	cp	BRD-K30197592	5-methoxytryptamine	Serotonin receptor agonist
7603	-0.25	cp	BRD-A02176148	tubaic-acid	Mitochondrial complex I inhibitor
7604	-0.25	cp	BRD-K23383398	T-0901317	LXR agonist
7605	-0.25	cp	BRD-K83597974	pargyline	Monoamine oxidase inhibitor
7606	-0.25	cp	BRD-K53123955	niridazole	Phosphofructokinase inhibitor
7607	-0.25	cp	BRD-K97764662	PD-173074	FGFR inhibitor
7608	-0.25	cp	BRD-K15108141	gemcitabine	Ribonucleotide reductase inhibitor
7609	-0.25	cp	BRD-K11129031	gemfibrozil	Lipoprotein lipase activator
7596	-0.21	cp	BRD-K92301463	16,16-dimethylprostaglandin-e2	Prostanoid receptor agonist
7597	-0.21	cp	BRD-K72034655	peucedanin	Apoptosis stimulant
7598	-0.21	cp	BRD-K97181089	amiloride	Sodium channel blocker
7599	-0.21	cp	BRD-K19136521	indirubin	CDK inhibitor
7600	-0.21	cp	BRD-K52397688	amperozide	Dopamine receptor antagonist
7601	-0.21	cp	BRD-A18763547	BAX-channel-blocker	Cytochrome C release inhibitor
7592	-0.18	cp	BRD-K54314721	zolmitriptan	Serotonin receptor agonist
7593	-0.18	cp	BRD-A04756508	norgestimate	Progesterone receptor agonist
7594	-0.18	cp	BRD-K67847053	guanabenz	Adrenergic receptor agonist
7595	-0.18	cp	BRD-K32164935	tolazamide	ATP channel blocker
7576	-0.14	cp	BRD-A41450521	tosufloxacin	Bacterial DNA gyrase inhibitor
7577	-0.14	cp	BRD-K08619574	thioproperazine	Dopamine receptor antagonist
7578	-0.14	cp	BRD-K52989797	clomipramine	Serotonin transporter inhibitor (SERT)
7579	-0.14	cp	BRD-K46137903	prednicarbate	Phospholipase activator
7580	-0.14	cp	BRD-A35912562	pregnenolone	Glutamate receptor modulator
7581	-0.14	cp	BRD-K49519092	immethridine	Histamine receptor agonist
7582	-0.14	cp	BRD-K56429665	calcipotriol	Vitamin D receptor agonist
7583	-0.14	cp	BRD-K47631482	bromhexine	Mucolytic agent
7584	-0.14	cp	BRD-K06388322	pramipexole	Dopamine receptor agonist
7585	-0.14	cp	BRD-K37991163	paroxetine	Selective serotonin reuptake inhibitor (SSRI)
7586	-0.14	cp	BRD-A33447119	oxfendazole	Anthelmintic
7587	-0.14	cp	BRD-K65417056	meprylcaine	Local anesthetic
7588	-0.14	cp	BRD-K63550407	erythromycin	NFkB pathway inhibitor
7589	-0.14	cp	BRD-K10995081	perphenazine	Dopamine receptor antagonist
7590	-0.14	cp	BRD-K29950728	clomifene	Estrogen receptor antagonist
7566	-0.11	cp	BRD-K89125793	tinidazole	Antiprotozoal
7567	-0.11	cp	BRD-K60160658	tiagabine	GABA uptake inhibitor
7568	-0.11	cp	BRD-A23359898	sibutramine	Serotonin reuptake inhibitor
7569	-0.11	cp	BRD-K54759182	dosulepin	Norepinephrine reuptake inhibitor
7570	-0.11	cp	BRD-K06854232	AM-580	Retinoid receptor agonist
7571	-0.11	cp	BRD-K28936863	ketotifen	Histamine receptor agonist
7572	-0.11	cp	BRD-K64245000	GW-4064	FXR agonist
7573	-0.11	cp	BRD-K74212935	ergocryptine	Dopamine agonist
7574	-0.11	cp	BRD-K77925998	quipazine	Serotonin receptor agonist
7575	-0.11	cp	BRD-K98548675	parthenolide	NFkB pathway inhibitor
7565	-0.1	cp	BRD-A42628519	iopanoic-acid	Radiopaque medium
7560	-0.09	cp	BRD-K62959606	sphingosine	Ceramidase inhibitor
7549	-0.07	cp	BRD-K88679075	methandriol	Androgenic steroid
7550	-0.07	cp	BRD-K61323504	SB-225002	CC chemokine receptor antagonist
7551	-0.07	cp	BRD-K78599730	manumycin-a	Farnesyltransferase inhibitor
7552	-0.07	cp	BRD-K66353228	zoxazolamine	Myorelaxant
7553	-0.07	cp	BRD-A84174393	meloxicam	Cyclooxygenase inhibitor
7554	-0.07	cp	BRD-A10977446	carvedilol	Adrenergic receptor antagonist
7555	-0.07	cp	BRD-K12219985	glipizide	Sulfonylurea
7556	-0.07	cp	BRD-K47869605	podophyllotoxin	Microtubule inhibitor
7557	-0.07	cp	BRD-A19736161	ondansetron	Serotonin receptor antagonist
7548	-0.06	cp	BRD-K82147103	lofepramine	Norepinephrine reuptake inhibitor
7547	-0.05	cp	BRD-K42500029	CGP-57380	MAP kinase inhibitor
7540	-0.04	cp	BRD-K92817986	BJM-CSC-19	MEK inhibitor
7541	-0.04	cp	BRD-K09963420	saquinavir	HIV protease inhibitor
7542	-0.04	cp	BRD-A71262238	nafadotride	Dopamine receptor antagonist
7543	-0.04	cp	BRD-K78633253	EXO-1	ARF inhibitor
7544	-0.04	cp	BRD-K39339537	epirizole	Cyclooxygenase inhibitor
7545	-0.04	cp	BRD-K18909381	CGS-12066B	Serotonin receptor agonist
7532	-0.03	cp	BRD-A24191444	ifenprodil	Adrenergic receptor antagonist
7533	-0.03	cp	BRD-K70358946	aripiprazole	Serotonin receptor agonist
7534	-0.03	cp	BRD-A39172021	ampiroxicam	Cyclooxygenase inhibitor
7535	-0.03	cp	BRD-K96799727	pifithrin-mu	HSP inhibitor
7536	-0.03	cp	BRD-K51662849	ilomastat	Matrix metalloprotease inhibitor
7537	-0.03	cp	BRD-K86301799	dipyridamole	Phosphodiesterase inhibitor
7538	-0.03	cp	BRD-K00627859	tubastatin-a	HDAC inhibitor
7539	-0.03	cp	BRD-A29485665	bicalutamide	Androgen receptor antagonist
7523	-0.02	cp	BRD-K46435977	valaciclovir	DNA polymerase inhibitor
7524	-0.02	cp	BRD-A41451487	PK-11195	Benzodiazepine receptor antagonist
7525	-0.02	cp	BRD-K06221026	DUP-697	Cyclooxygenase inhibitor
7526	-0.02	cp	BRD-A29082194	gitoxigenin	ATPase inhibitor
7527	-0.02	cp	BRD-K20482099	rutin	Antioxidant
7528	-0.02	cp	BRD-A10523515	GSK-429286A	Rho associated kinase inhibitor
7529	-0.02	cp	BRD-K05396879	15-delta-prostaglandin-j2	PPAR receptor agonist
7530	-0.02	cp	BRD-K78126613	menadione	Mitochondrial DNA polymerase inhibitor
7514	-0.01	cp	BRD-K15916496	clotrimazole	Cytochrome P450 inhibitor
7515	-0.01	cp	BRD-K32501161	vanoxerine	Dopamine uptake inhibitor
7516	-0.01	cp	BRD-A26711594	nicardipine	Calcium channel blocker
7517	-0.01	cp	BRD-K53737926	amitriptyline	Norepinephrine inhibitor
7518	-0.01	cp	BRD-K29458283	chlorambucil	DNA inhibitor
7519	-0.01	cp	BRD-K41731458	triclosan	Enoyl-[acyl-carrier-protein] reductase [NADH] inhibitor
1971	0	cp	BRD-K67174588	toremifene	Estrogen receptor antagonist
1972	0	cp	BRD-K53665955	MK-5108	Aurora kinase inhibitor
1973	0	cp	BRD-K24576554	AT-9283	JAK inhibitor
1974	0	cp	BRD-K61691971	avrainvillamide-analog-1	nucleophosmin inhibitor
1975	0	cp	BRD-K42573370	avrainvillamide-analog-2	nucleophosmin inhibitor
1976	0	cp	BRD-K68488863	ENMD-2076	FLT3 inhibitor
1977	0	cp	BRD-A83237092	fulvestrant	Estrogen receptor antagonist
1978	0	cp	BRD-K39569857	avrainvillamide-analog-3	nucleophosmin inhibitor
2833	0	cp	BRD-K59773493	benzohydroxamic-acid	Antifungal
2834	0	cp	BRD-K97799481	theophylline	Adenosine receptor antagonist
2835	0	cp	BRD-A15493168	tetracycline	Bacterial 30S ribosomal subunit inhibitor
2836	0	cp	BRD-K86873305	piperacillin	Bacterial cell wall synthesis inhibitor
2837	0	cp	BRD-K54416256	methimazole	Antithyroid
2838	0	cp	BRD-K82216340	medroxyprogesterone	progesterone receptor agonist
2839	0	cp	BRD-A51182606	chloramphenicol	Protein synthesis inhibitor
2840	0	cp	BRD-K66766661	17-beta-estradiol	Estrogen receptor agonist
2841	0	cp	BRD-K91145395	prostratin	PKC activator
2842	0	cp	BRD-K90864987	cobalt(II)-chloride	HSP inducer
2843	0	cp	BRD-K88701661	dimercaptosuccinic-acid	Chelating agent
2844	0	cp	BRD-K83636919	entacapone	Catechol O methyltransferase inhibitor
2845	0	cp	BRD-K67977190	eprosartan	Angiotensin receptor antagonist
2846	0	cp	BRD-K63784565	BRD-K63784565	Topoisomerase inhibitor
2847	0	cp	BRD-K60690191	MPEP	Glutamate receptor antagonist
2848	0	cp	BRD-K31491153	1-phenylbiguanide	Serotonin receptor agonist
2849	0	cp	BRD-K17953061	staurosporine	PKC inhibitor
2850	0	cp	BRD-K14643723	4-(2-Amino-ethyl)-benzenesulfonamide	carbonic anhydrase inhibitor
2851	0	cp	BRD-K06817181	BRD-K06817181	JAK inhibitor
2852	0	cp	BRD-A87125127	3-matida	Glutamate receptor antagonist
2853	0	cp	BRD-A83892713	rifampicin	RNA polymerase inhibitor
2854	0	cp	BRD-A80383043	BRD-A80383043	Glutamate receptor agonist
2855	0	cp	BRD-A29731977	17-hydroxyprogesterone-caproate	progesterone receptor agonist
2856	0	cp	BRD-A14985772	ascorbyl-palmitate	antioxidant
2857	0	cp	BRD-A09495397	bicuculline	GABA receptor antagonist
2858	0	cp	BRD-K29582115	ziprasidone	Dopamine receptor antagonist
2859	0	cp	BRD-K77390737	xanthohumol	ATPase inhibitor
2860	0	cp	BRD-K36627727	tamibarotene	Retinoid receptor agonist
2861	0	cp	BRD-K15891719	tenofovir	Reverse transcriptase inhibitor
2862	0	cp	BRD-K66956375	oleoylethanolamide	Cannabinoid receptor agonist
2863	0	cp	BRD-K37720887	SB-525334	TGF beta receptor inhibitor
2864	0	cp	BRD-K37130656	rivaroxaban	Coagulation inhibitor
2865	0	cp	BRD-M72442222	vicriviroc	CC chemokine receptor antagonist
2866	0	cp	BRD-K70511574	sunitinib	PLK inhibitor
2867	0	cp	BRD-K48722833	iloperidone	Dopamine receptor antagonist
2868	0	cp	BRD-K81783531	VX-222	HCV inhibitor
2869	0	cp	BRD-K91900765	VX-745	p38 MAPK inhibitor
2870	0	cp	BRD-K73838513	cinacalcet	Calcium channel activator
2871	0	cp	BRD-M16762496	PIK-75	DNA protein kinase inhibitor
2872	0	cp	BRD-K17306061	aprepitant	Tachykinin antagonist
2873	0	cp	BRD-A41692738	TGX-221	PI3K inhibitor
2874	0	cp	BRD-K16485616	mocetinostat	HDAC inhibitor
2875	0	cp	BRD-K13514097	everolimus	MTOR inhibitor
2876	0	cp	BRD-K95901403	XL-147	PI3K inhibitor
2877	0	cp	BRD-K67578145	GDC-0879	RAF inhibitor
2878	0	cp	BRD-K28428262	brivanib	FGFR inhibitor
2879	0	cp	BRD-K71035033	masitinib	KIT inhibitor
2880	0	cp	BRD-K85402309	dovitinib	EGFR inhibitor
2881	0	cp	BRD-K99964838	bosutinib	ABL inhibitor
2882	0	cp	BRD-K99749624	linifanib	PDGFR receptor inhibitor
2883	0	cp	BRD-K93331255	lypressin	Vasopressin receptor agonist
2884	0	cp	BRD-K77286328	reversine	Aurora kinase inhibitor
2885	0	cp	BRD-K60460488	nelfinavir	HIV protease inhibitor
2886	0	cp	BRD-K83794624	pirarubicin	Topoisomerase inhibitor
2887	0	cp	BRD-K99451608	lopinavir	HIV protease inhibitor
2888	0	cp	BRD-K23192422	lestaurtinib	FLT3 inhibitor
2889	0	cp	BRD-A67748489	K3644	Kinesin-like spindle protein inhibitor
2890	0	cp	BRD-K70401845	erlotinib	EGFR inhibitor
2891	0	cp	BRD-K05804044	AZ-628	RAF inhibitor
2892	0	cp	BRD-K64800655	PHA-793887	CDK inhibitor
2893	0	cp	BRD-K01253243	SB-590885	RAF inhibitor
2894	0	cp	BRD-K13566078	BMS-345541	IKK inhibitor
2895	0	cp	BRD-K99545815	PF-562271	Focal adhesion kinase inhibitor
2896	0	cp	BRD-K81528515	nilotinib	ABL inhibitor
2897	0	cp	BRD-A39646320	HC-toxin	HDAC inhibitor
2898	0	cp	BRD-A80775386	hyperforin	Cyclooxygenase inhibitor
2899	0	cp	BRD-K37846922	3,3'-diindolylmethane	CHK inhibitor
2900	0	cp	BRD-K00184207	GR-206	Aryl hydrocarbon receptor ligand
2901	0	cp	BRD-K98684188	GSK-0660	PPAR receptor antagonist
2902	0	cp	BRD-U01690642	acetyl-geranyl-cysteine	Isoprenylated protein methylation inhibitor
2903	0	cp	BRD-K79437791	acetyl-farnesyl-cysteine	Inhibitor of methylation of endogenous isoprenylated proteins
2904	0	cp	BRD-K50720187	flupirtine	Glutamate receptor antagonist
2905	0	cp	BRD-K08115555	tyrphostin-AG-1288	TNF production inhibitor
2906	0	cp	BRD-A64228451	terreic-acid	BTK inhibitor
2907	0	cp	BRD-A18497530	5-iodotubercidin	Adenosine kinase inhibitor
2908	0	cp	BRD-K99291625	SB-203580	p38 MAPK inhibitor
2909	0	cp	BRD-K32710582	EI-247	IGF-1 inhibitor
2910	0	cp	BRD-K43764301	dexketoprofen	Cyclooxygenase inhibitor
2911	0	cp	BRD-K47943470	tyrphostin-51	EGFR inhibitor
2912	0	cp	BRD-A55756846	H-7	PKA inhibitor
2913	0	cp	BRD-K85985071	ellipticine	Topoisomerase inhibitor
2914	0	cp	BRD-K64935403	ebelactone-b	Lipase inhibitor
2915	0	cp	BRD-K53972329	ruxolitinib	JAK inhibitor
2916	0	cp	BRD-K35128472	2-aminopurine	Serine/threonine kinase inhibitor
2917	0	cp	BRD-U66370498	androstanol	CAR antagonist
2918	0	cp	BRD-K24656285	farnesol	FXR agonist
2919	0	cp	BRD-K20986251	lithocholic-acid	FXR antagonist
2920	0	cp	BRD-K30743633	TCPOBOP	CAR agonist
2921	0	cp	BRD-K73982490	BI-78D3	JNK inhibitor
2922	0	cp	BRD-K57926513	tyrphostin-AG-1295	PDGFR receptor inhibitor
2923	0	cp	BRD-K74733595	APHA-compound-8	HDAC inhibitor
2924	0	cp	BRD-A01317026	7,8-dihydro-L-biopterin	Dihydroneopterin aldolase inhibitor
2925	0	cp	BRD-K14880289	GW-501516	PPAR receptor agonist
2926	0	cp	BRD-A80960055	celastrol	Anti-inflammatory
2927	0	cp	BRD-K04923131	GSK-3-inhibitor-IX	Glycogen synthase kinase inhibitor
2928	0	cp	BRD-A52193669	withaferin-a	IKK inhibitor
2929	0	cp	BRD-A11702965	chromomycin-a3	DNA binding agent
2930	0	cp	BRD-A80574334	oxalomalic-acid	Isocitrate dehydrogenase inhibitor
2931	0	cp	BRD-K88551539	CAY-10585	HIF modulator
2932	0	cp	BRD-K63915849	AS-604850	PI3K inhibitor
2933	0	cp	BRD-K14681867	somatostatin	Somatostatin receptor agonist
2934	0	cp	BRD-U86922168	QL-XII-47	BTK inhibitor
2935	0	cp	BRD-U73238814	QL-XI-92	DDR1 inhibitor
2936	0	cp	BRD-U51951544	ZG-10	JNK inhibitor
2937	0	cp	BRD-U25771771	WZ-4-145	EGFR inhibitor
2938	0	cp	BRD-K84085265	CG-930	JNK inhibitor
2939	0	cp	BRD-K83972459	JWE-035	Aurora kinase inhibitor
2940	0	cp	BRD-K38615104	A-443644	AKT inhibitor
2941	0	cp	BRD-K19220233	JNK-9L	JNK inhibitor
2942	0	cp	BRD-A60245366	AS-601245	JNK inhibitor
2943	0	cp	BRD-A68589262	troxipide	Glucosamine synthetase stimulant
2944	0	cp	BRD-A92630576	trimebutine	Opioid receptor agonist
2945	0	cp	BRD-A61856038	tremulacin	Lipoxygenase inhibitor
2946	0	cp	BRD-K04412738	tramadol	Norepinephrine reuptake inhibitor
2947	0	cp	BRD-K54316499	tolterodine	Acetylcholine receptor antagonist
2948	0	cp	BRD-K10467831	tibolone	Androgen receptor agonist
2949	0	cp	BRD-K94649603	taxifolin	Opioid receptor antagonist
2950	0	cp	BRD-K44094599	tacrolimus	Calcineurin inhibitor
2951	0	cp	BRD-A04327189	synephrine	Adrenergic receptor agonist
2952	0	cp	BRD-A88254928	salbutamol	Adrenergic receptor agonist
2953	0	cp	BRD-K50938786	ropivacaine	Sodium channel blocker
2954	0	cp	BRD-K51485625	ritonavir	HIV protease inhibitor
2955	0	cp	BRD-K30563334	rifabutin	Protein synthesis inhibitor
2956	0	cp	BRD-K92870997	pterostilbene	Cyclooxygenase inhibitor
2957	0	cp	BRD-K43236057	piceid	ICAM1 inhibitor
2958	0	cp	BRD-K85503079	perospirone	Dopamine receptor antagonist
2959	0	cp	BRD-K08924299	palonosetron	Serotonin receptor antagonist
2960	0	cp	BRD-A14208071	oxyphenonium	Cholinergic receptor antagonist
2961	0	cp	BRD-K23369905	oxiconazole	Bacterial cell wall synthesis inhibitor
2962	0	cp	BRD-K25310650	ormetoprim	Bacterial antifolate
2963	0	cp	BRD-A24543851	nornicotine	Acetylcholine receptor agonist
2964	0	cp	BRD-A12560204	nitrendipine	Calcium channel blocker
2965	0	cp	BRD-K57930253	nitrazepam	Benzodiazepine receptor agonist
2966	0	cp	BRD-K96471533	nitazoxanide	Pyruvate ferredoxin oxidoreductase inhibitor
2967	0	cp	BRD-K32311154	nifekalant	Potassium channel blocker
2968	0	cp	BRD-A16934955	nalbuphine	Opioid receptor agonist
2969	0	cp	BRD-A01787639	naftopidil	Adrenergic receptor antagonist
2970	0	cp	BRD-K00532621	midazolam	Benzodiazepine receptor agonist
2971	0	cp	BRD-K82795137	loratadine	Histamine receptor antagonist
2972	0	cp	BRD-K10961822	latanoprost	Prostanoid receptor agonist
2973	0	cp	BRD-A49172652	lansoprazole	ATPase inhibitor
2974	0	cp	BRD-K22227508	targinine	Nitric oxide synthase inhibitor
2975	0	cp	BRD-K59456551	methotrexate	Dihydrofolate reductase inhibitor
2976	0	cp	BRD-K30097969	pitavastatin	HMGCR inhibitor
2977	0	cp	BRD-K73991644	isoquercetin	Aldose reductase inhibitor
2978	0	cp	BRD-K93618743	ipriflavone	Bone resorption inhibitor
2979	0	cp	BRD-K69650333	idarubicin	Topoisomerase inhibitor
2980	0	cp	BRD-K98493452	honokiol	AKT inhibitor
2981	0	cp	BRD-K59570838	homoveratrylamine	Dopamine analog
2982	0	cp	BRD-K33312228	halometasone	Glucocorticoid receptor agonist
2983	0	cp	BRD-K10860596	granisetron	Serotonin receptor antagonist
2984	0	cp	BRD-A62434282	goserelin	Gonadotropin releasing factor hormone receptor agonist
2985	0	cp	BRD-K00673382	famotidine	Histamine receptor antagonist
2986	0	cp	BRD-K28029915	dolasetron	Serotonin receptor antagonist
2987	0	cp	BRD-K86887724	dofetilide	Potassium channel blocker
2988	0	cp	BRD-K63265447	docetaxel	Tubulin inhibitor
2989	0	cp	BRD-K13664374	dichloroacetic-acid	Pyruvate dehydrogenase kinase inhibitor
2990	0	cp	BRD-K39462424	dexchlorpheniramine	Histamine receptor antagonist
2991	0	cp	BRD-K90976994	dehydrocholic-acid	Bile acid
2992	0	cp	BRD-K73589401	corticosterone	mineralocorticoid receptor agonist
2993	0	cp	BRD-K48932581	cetraxate	Mucus protecting agent
2994	0	cp	BRD-M47937986	cefatrizine	Bacterial cell wall synthesis inhibitor
2995	0	cp	BRD-K20338176	cefaclor	Bacterial cell wall synthesis inhibitor
2996	0	cp	BRD-K11630072	carmofur	Thymidylate synthase inhibitor
2997	0	cp	BRD-K16336526	capsaicin	TRPV agonist
2998	0	cp	BRD-K31471398	dihydrexidine	Dopamine receptor agonist
2999	0	cp	BRD-A42423104	benproperine	Antitussive
3000	0	cp	BRD-K85030058	benactyzine	Acetylcholine receptor antagonist
3001	0	cp	BRD-A17448384	beclometasone	Glucocorticoid receptor agonist
3002	0	cp	BRD-A75935363	atracurium	Acetylcholine receptor antagonist
3003	0	cp	BRD-K52172416	anastrozole	Aromatase inhibitor
3004	0	cp	BRD-K29530284	amlexanox	Histamine receptor modulator
3005	0	cp	BRD-K32398298	alprazolam	Benzodiazepine receptor agonist
3006	0	cp	BRD-A20697603	thiostrepton	FOXM1 inhibitor
3007	0	cp	BRD-A59985574	topotecan	Topoisomerase inhibitor
3008	0	cp	BRD-K05658747	raltegravir	HIV integrase inhibitor
3009	0	cp	BRD-K48935217	epothilone	Microtubule inhibitor
3010	0	cp	BRD-K64785675	TG100-115	-666
3011	0	cp	BRD-A25569250	KI-16425	Lysophosphatidic acid receptor antagonist
3012	0	cp	BRD-K11636097	JNJ-7706621	CDK inhibitor
3013	0	cp	BRD-K51967704	BIIB021	HSP inhibitor
3014	0	cp	BRD-K63923597	barasertib	Aurora kinase inhibitor
3015	0	cp	BRD-K82164249	andarine	Androgen receptor modulator
3016	0	cp	BRD-K24681473	YM-155	Survivin inhibitor
3017	0	cp	BRD-K04833372	GSK-1904529A	IGF-1 inhibitor
3018	0	cp	BRD-K99616396	motesanib	KIT inhibitor
3019	0	cp	BRD-K05926469	lenalidomide	Antineoplastic
3020	0	cp	BRD-M07438658	lapatinib	EGFR inhibitor
3021	0	cp	BRD-K28120222	parthenolide	NFkB pathway inhibitor
3022	0	cp	BRD-K21971034	OM-137	Aurora kinase inhibitor
3023	0	cp	BRD-K13390322	AT-7519	CDK inhibitor
