Rank	Score	Type	ID	Name	Description
999	2.96	cp	BRD-K72816382	cinalukast	Leukotriene receptor antagonist
1003	2.92	cp	BRD-A35338386	NECA	Adenosine receptor agonist
1006	2.91	cp	BRD-K47780086	penciclovir	DNA directed DNA polymerase inhibitor
1007	2.89	cp	BRD-K66707493	lawsone	Coloring agent
1008	2.89	cp	BRD-K78633253	EXO-1	ARF inhibitor
1014	2.86	cp	BRD-K02123250	JNJ-38877605	Tyrosine kinase inhibitor
1015	2.85	cp	BRD-K76304753	phenazopyridine	Local anesthetic
1016	2.85	cp	BRD-K09907482	PRL-3-inhibitor-I	Tyrosine phosphatase inhibitor
1019	2.82	cp	BRD-K78278890	NM-PP1	Mutant kinase inhibitor
1022	2.81	cp	BRD-K23583188	lavendustin-a	EGFR inhibitor
1027	2.78	cp	BRD-K09764130	mead-ethanolamide	Cannabinoid receptor agonist
1029	2.77	cp	BRD-K93618743	ipriflavone	Bone resorption inhibitor
1032	2.75	cp	BRD-K20742498	RS-39604	Serotonin receptor antagonist
1033	2.75	cp	BRD-K63430059	methoxsalen	DNA synthesis inhibitor
1036	2.74	cp	BRD-K26664453	cytochalasin-b	Microtubule inhibitor
1039	2.71	cp	BRD-K60038276	irbesartan	Angiotensin receptor antagonist
1041	2.69	cp	BRD-K34014345	naproxol	Anti-inflammatory
1046	2.67	cp	BRD-K48722833	iloperidone	Dopamine receptor antagonist
1050	2.65	cp	BRD-K27184429	levocetirizine	Histamine receptor antagonist
1054	2.64	cp	BRD-K96740444	itopride	Dopamine receptor antagonist
1058	2.61	cp	BRD-K41337261	ZM-306416	ABL inhibitor
1061	2.58	cp	BRD-K46211610	tolazoline	Adrenergic receptor antagonist
1063	2.57	cp	BRD-K54416256	methimazole	Antithyroid
1064	2.57	cp	BRD-K00337317	NU-7441	DNA dependent protein kinase inhibitor
1065	2.57	cp	BRD-K24859147	KIN001-242	Protein kinase inhibitor
1066	2.57	cp	BRD-A25775766	securinine	GABA receptor antagonist
1074	2.5	cp	BRD-A34751532	homosalate	HSP inducer
1078	2.49	cp	BRD-K42679050	Y-27152	Potassium channel activator
1080	2.47	cp	BRD-K94919853	10H-phenothiazin-10-yl)(p-tolyl)methanone	Butyrylcholinesterase inhibitor
1081	2.47	cp	BRD-A99411506	esculin	Antioxidant
1082	2.47	cp	BRD-A41519720	ezetimibe	Niemann-Pick C1-like 1 protein antagonist
1083	2.47	cp	BRD-K17294426	clebopride	Dopamine receptor antagonist
1091	2.44	cp	BRD-A27489425	rolitetracycline	Bacterial 30S ribosomal subunit inhibitor
1092	2.44	cp	BRD-A54029483	IRL-2500	Endothelin receptor antagonist
1094	2.44	cp	BRD-K68407802	KIN001-055	EGFR inhibitor
1095	2.43	cp	BRD-K62206109	VUF-5681	Histamine receptor antagonist
1096	2.43	cp	BRD-K05181463	L-741626	Dopamine receptor antagonist
1100	2.4	cp	BRD-K54472332	elvitegravir	HIV integrase inhibitor
1101	2.4	cp	BRD-K48115423	2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol	Matrix metalloprotease inhibitor
1102	2.4	cp	BRD-A65145453	ATPA	Glutamate receptor agonist
1104	2.36	cp	BRD-K13514097	everolimus	MTOR inhibitor
1105	2.36	cp	BRD-A24191444	ifenprodil	Adrenergic receptor antagonist
1106	2.36	cp	BRD-K03642198	AY-9944	Hedgehog pathway modulator
1108	2.34	cp	BRD-K51318897	fenbendazole	Tubulin inhibitor
1110	2.33	cp	BRD-K70490179	rimcazole	Sigma receptor antagonist
1111	2.33	cp	BRD-K77677632	SB-200646	Serotonin receptor antagonist
1112	2.33	cp	BRD-K37848908	ceforanide	Penicillin binding protein inhibitor
1113	2.33	cp	BRD-A07780951	orciprenaline	Adrenergic receptor agonist
1114	2.32	cp	BRD-K47679368	bromfenac	Cyclooxygenase inhibitor
1130	2.26	cp	BRD-K08109516	L-701324	Glutamate receptor antagonist
1134	2.24	cp	BRD-K59058766	chlorprothixene	Dopamine receptor antagonist
1137	2.22	cp	BRD-A29289453	PCA-4248	Platelet activating factor receptor antagonist
1138	2.22	cp	BRD-K78122587	NNC-55-0396	T-type calcium channel blocker
1139	2.22	cp	BRD-K23566484	nilutamide	Androgen receptor antagonist
1141	2.22	cp	BRD-K93461745	buspirone	Serotonin receptor agonist
1145	2.18	cp	BRD-K40656405	L-165041	PPAR receptor agonist
1150	2.15	cp	BRD-K30097969	pitavastatin	HMGCR inhibitor
1151	2.15	cp	BRD-K17110974	aristolochic-acid	Phospholipase inhibitor
1155	2.11	cp	BRD-K28453807	nitrocaramiphen	Cholinergic receptor antagonist
1156	2.11	cp	BRD-K65786282	CGP-7930	GABA receptor modulator
1157	2.11	cp	BRD-K99595596	salsolinol	Monoamine oxidase inhibitor
1158	2.11	cp	BRD-K43736954	cortisone	Glucocorticoid receptor agonist
1163	2.11	cp	BRD-A65282128	cefazolin	Bacterial cell wall synthesis inhibitor
1167	2.08	cp	BRD-K73293050	WZ-3146	EGFR inhibitor
1168	2.08	cp	BRD-K06426971	ryuvidine	Histone lysine methyltransferase inhibitor
1169	2.08	cp	BRD-A41722204	sulmazole	Adenosine receptor antagonist
1172	2.08	cp	BRD-K35531059	molsidomine	Guanylyl cyclase activator
1173	2.05	cp	BRD-K34995470	SU-1498	VEGFR inhibitor
1178	2.01	cp	BRD-K64670467	JNJ-16259685	Glutamate receptor antagonist
1179	2.01	cp	BRD-A38898897	GW-311616	Leukocyte elastase inhibitor
1180	2.01	cp	BRD-A03816571	CP-55940	Cannabinoid receptor agonist
1181	2.01	cp	BRD-A04668240	CGP-52432	GABA receptor antagonist
1182	2.01	cp	BRD-A36471396	biperiden	Acetylcholine receptor antagonist
1183	2.01	cp	BRD-A65280694	molindone	Dopamine receptor antagonist
1190	1.99	cp	BRD-K51662849	ilomastat	Matrix metalloprotease inhibitor
1192	1.99	cp	BRD-A59303141	quinethazone	Thiazide diuretic
1193	1.98	cp	BRD-A17655518	ibuprofen	Cyclooxygenase inhibitor
1194	1.97	cp	BRD-K96862998	pirfenidone	TGF beta receptor inhibitor
1195	1.97	cp	BRD-K79124250	ioxaglic-acid	Radiopaque medium
1198	1.96	cp	BRD-K05528470	L-745870	Dopamine receptor antagonist
1200	1.94	cp	BRD-K53878242	MMPX	Phosphodiesterase inhibitor
1201	1.94	cp	BRD-K20152659	gamma-homolinolenic-acid	Cholesterol inhibitor
1205	1.94	cp	BRD-K07691486	roscovitine	CDK inhibitor
1206	1.93	cp	BRD-K76872913	benzanthrone	Aromatic hydrocarbon derivative
1211	1.91	cp	BRD-A84134924	pancuronium	Acetylcholine receptor antagonist
1212	1.9	cp	BRD-K10176267	L-701252	Glutamate receptor antagonist
1213	1.9	cp	BRD-A06390036	hydroquinidine	Antiarrhythmic
1214	1.9	cp	BRD-K28183345	proguanil	Dihydrofolate reductase inhibitor
1215	1.89	cp	BRD-K09499853	KU-0060648	DNA dependent protein kinase inhibitor
1216	1.88	cp	BRD-K61217870	n-(3-acetamidophenyl)-3-chlorobenzamide	Glutamate receptor antagonist
1218	1.87	cp	BRD-K67013324	luzindole	Melatonin receptor antagonist
1228	1.8	cp	BRD-K17306061	aprepitant	Tachykinin antagonist
1229	1.8	cp	BRD-K43764301	dexketoprofen	Cyclooxygenase inhibitor
1230	1.8	cp	BRD-K70505054	ranitidine	Histamine receptor antagonist
1231	1.8	cp	BRD-A27143604	DPN	Estrogen receptor agonist
1232	1.8	cp	BRD-K82846253	repaglinide	Insulin secretagogue
1233	1.8	cp	BRD-K08252256	diclofenac	Cyclooxygenase inhibitor
1240	1.76	cp	BRD-K50168500	canertinib	EGFR inhibitor
1241	1.76	cp	BRD-K54094468	remoxipride	Dopamine receptor antagonist
1242	1.76	cp	BRD-K84175871	pseudoephedrine	Adrenergic receptor agonist
1250	1.73	cp	BRD-K00206590	P-1075	ATP channel activator
1251	1.73	cp	BRD-K86958018	olvanil	TRPV agonist
1252	1.73	cp	BRD-K50387473	XMD-892	MAP kinase inhibitor
1257	1.69	cp	BRD-K26134695	calpeptin	Calpain inhibitor
1258	1.69	cp	BRD-K37312348	kenpaullone	CDK inhibitor
1264	1.66	cp	BRD-K94832621	Y-134	Estrogen receptor antagonist
1265	1.66	cp	BRD-K75478907	GS-39783	GABA receptor modulator
1267	1.66	cp	BRD-K98548675	parthenolide	NFkB pathway inhibitor
1268	1.65	cp	BRD-K09436313	prostaglandin	Prostanoid receptor antagonist
1269	1.63	cp	BRD-K63516691	T-0156	Phosphodiesterase inhibitor
1273	1.62	cp	BRD-K49404994	levetiracetam	Calcium channel blocker
1281	1.59	cp	BRD-K69688083	mestinon	Cholinesterase inhibitor
1282	1.59	cp	BRD-K14880289	GW-501516	PPAR receptor agonist
1283	1.59	cp	BRD-K27665173	D-64406	PDGFR receptor inhibitor
1284	1.59	cp	BRD-K42142750	retrorsine	Antimitotic
1285	1.58	cp	BRD-K29530284	amlexanox	Histamine receptor modulator
1289	1.57	cp	BRD-K11630072	carmofur	Thymidylate synthase inhibitor
1292	1.56	cp	BRD-A37347161	BRL-52537	Opioid receptor agonist
1293	1.55	cp	BRD-A61856038	tremulacin	Lipoxygenase inhibitor
1294	1.55	cp	BRD-A95096829	PNU-96415E	Dopamine receptor antagonist
1295	1.55	cp	BRD-K31987754	oleylethanolamide	Cannabinoid receptor agonist
1298	1.54	cp	BRD-K18895904	olanzapine	Dopamine receptor antagonist
1301	1.53	cp	BRD-K16336526	capsaicin	TRPV agonist
1302	1.53	cp	BRD-A90799790	isradipine	Calcium channel blocker
1307	1.52	cp	BRD-K60923938	veratridine	Sodium channel activator
1308	1.52	cp	BRD-K15601958	SEW-2871	Lysophospholipid receptor agonist
1309	1.52	cp	BRD-K80778372	RO-19-4605	GABA benzodiazepine site receptor inverse agonist
1310	1.52	cp	BRD-K27499107	carbacyclin	IP receptor activator
1311	1.52	cp	BRD-A04756508	norgestimate	Progesterone receptor agonist
1312	1.52	cp	BRD-K29582677	flunarizine	Calcium channel blocker
1316	1.48	cp	BRD-A55594068	vinblastine	Microtubule inhibitor
1317	1.48	cp	BRD-K92492521	LY-255283	Leukotriene receptor antagonist
1318	1.48	cp	BRD-K32292990	CGP-53353	EGFR inhibitor
1326	1.45	cp	BRD-A36217750	sulfinpyrazone	Uricosuric blocker
1329	1.44	cp	BRD-K22227508	targinine	Nitric oxide synthase inhibitor
1330	1.44	cp	BRD-A25569250	KI-16425	Lysophosphatidic acid receptor antagonist
1331	1.44	cp	BRD-K18799075	BAY-59-3074	Cannabinoid receptor partial agonist
1332	1.44	cp	BRD-K63533170	AM-630	Cannabinoid receptor antagonist
1334	1.44	cp	BRD-K35559145	levomepromazine	Dopamine receptor antagonist
1335	1.44	cp	BRD-A68631409	evodiamine	ATPase inhibitor
1337	1.41	cp	BRD-K32710582	EI-247	IGF-1 inhibitor
1338	1.41	cp	BRD-K34776109	glimepiride	Insulin secretagogue
1339	1.41	cp	BRD-K14920963	erythrosine	Coloring agent
1344	1.37	cp	BRD-K37798499	etoposide	Topoisomerase inhibitor
1345	1.37	cp	BRD-K59037100	oxybenzone	Lipase inhibitor
1346	1.37	cp	BRD-K52662033	lidocaine	Histamine receptor agonist
1353	1.34	cp	BRD-K32412559	morphothebaine	Adrenergic receptor antagonist
1354	1.34	cp	BRD-K65285700	BRD-K65285700	Cannabinoid receptor agonist
1356	1.32	cp	BRD-A11007541	BCI-hydrochloride	Protein phosphatase inhibitor
1358	1.3	cp	BRD-A81402010	KU-C103443N	CDC inhibitor
1359	1.3	cp	BRD-A73605923	mocimycin	Protein synthesis inhibitor
1360	1.3	cp	BRD-K05151076	ZK-164015	Estrogen receptor antagonist
1361	1.3	cp	BRD-K08619574	thioproperazine	Dopamine receptor antagonist
1362	1.3	cp	BRD-K96144918	mead-acid	KPL-1 tumor suppressor
1363	1.3	cp	BRD-K33211335	dextromethorphan	Glutamate receptor antagonist
1364	1.3	cp	BRD-K31912990	CGP-71683	Neuropeptide receptor antagonist
1367	1.29	cp	BRD-A22769835	homochlorcyclizine	Antihistamine
1371	1.27	cp	BRD-K89708791	rifaximin	RNA synthesis inhibitor
1372	1.27	cp	BRD-K92413528	thiazolidinecarboxylic-acid	Reducing agent
1373	1.27	cp	BRD-K73824630	skatole	Thrombin inhibitor
1374	1.27	cp	BRD-K95921201	reserpine	Vesicular monoamine transporter inhibitor
1375	1.27	cp	BRD-K94379058	BML-190	Cannabinoid receptor inverse agonist
1376	1.27	cp	BRD-K63675182	triflupromazine	Dopamine receptor antagonist
1384	1.25	cp	BRD-K47328134	lysylphenylalanyl-tyrosine	Heparin activation inhibitor
1387	1.24	cp	BRD-A69636825	diltiazem	Calcium channel blocker
1388	1.23	cp	BRD-K29905972	axitinib	PDGFR receptor inhibitor
1389	1.23	cp	BRD-K68392338	ZK-93426	Benzodiazepine receptor antagonist
1390	1.23	cp	BRD-A21723284	naltriben	Opioid receptor antagonist
1391	1.23	cp	BRD-K62289640	lylamine	Cannabinoid receptor agonist
1392	1.23	cp	BRD-K08502430	angiogenesis-inhibitor	Angiogenesis inhibitor
1393	1.23	cp	BRD-K88742110	BRD-K88742110	HDAC inhibitor
1397	1.2	cp	BRD-K12516989	zaprinast	Phosphodiesterase inhibitor
1398	1.2	cp	BRD-A82590476	SDZ-NKT-343	Tachykinin antagonist
1399	1.2	cp	BRD-K62353524	DY-131	Estrogen receptor agonist
1400	1.2	cp	BRD-K29555132	arachidonamide	Cannabinoid receptor agonist
1401	1.2	cp	BRD-K82561139	ricinine	Casein kinase inhibitor
1402	1.2	cp	BRD-K21350491	phenamil	TRPV antagonist
1403	1.2	cp	BRD-A66563878	medetomidine	Adrenergic receptor agonist
1408	1.17	cp	BRD-K36927236	glibenclamide	Sulfonylurea
1409	1.16	cp	BRD-A78295502	hydroquinine	Antiarrhythmic
1416	1.13	cp	BRD-K77286328	reversine	Aurora kinase inhibitor
1417	1.13	cp	BRD-A56892734	esomeprazole	ATPase inhibitor
1418	1.13	cp	BRD-K36198571	WAY-170523	Metalloproteinase inhibitor
1419	1.13	cp	BRD-K35430135	SR-59230A	Adrenergic receptor antagonist
1420	1.13	cp	BRD-K25224017	pirenperone	Serotonin receptor antagonist
1422	1.13	cp	BRD-K11129031	gemfibrozil	Lipoprotein lipase activator
1428	1.09	cp	BRD-K50324045	avrainvillamide-analog-6	nucleophosmin inhibitor
1430	1.09	cp	BRD-K63265447	docetaxel	Tubulin inhibitor
1431	1.09	cp	BRD-K45158365	valsartan	Angiotensin receptor antagonist
1432	1.09	cp	BRD-K05901394	terguride	Dopamine receptor agonist
1433	1.09	cp	BRD-K52721684	PCO-400	Potassium channel activator
1434	1.09	cp	BRD-A32949107	MRS-1845	Calcium channel blocker
1435	1.09	cp	BRD-K40624912	ZM-39923	JAK inhibitor
1436	1.09	cp	BRD-A06784547	MRS-1334	Adenosine receptor antagonist
1437	1.09	cp	BRD-K33583600	isoliquiritigenin	Guanylate cyclase activator
1439	1.07	cp	BRD-A24543851	nornicotine	Acetylcholine receptor agonist
1441	1.06	cp	BRD-K05434375	HA-1004	Calcium channel blocker
1442	1.06	cp	BRD-K71860425	CDK2-5-inhibitor	CDK inhibitor
1444	1.05	cp	BRD-K13261168	LY-16350	Dopamine receptor agonist
1453	1.02	cp	BRD-A62182663	YK-4279	Apoptosis stimulant
1454	1.02	cp	BRD-A43882281	pinacidil	ATP channel activator
1455	1.02	cp	BRD-K20995441	U-54494A	Opioid receptor agonist
1456	1.02	cp	BRD-K53263234	CITCO	CAR agonist
1457	1.02	cp	BRD-K51223576	AG-99	Tyrosine kinase inhibitor
1459	1.02	cp	BRD-K04887706	AKT-inhibitor-1-2	AKT inhibitor
1460	1.02	cp	BRD-A92670106	tocainide	Sodium channel blocker
1462	1	cp	BRD-K45033733	famciclovir	DNA polymerase inhibitor
1463	1	cp	BRD-K43887077	dopamine	Dopamine receptor agonist
1465	0.99	cp	BRD-K04710043	hexamethylenebisacetamide	AKT inhibitor
1466	0.99	cp	BRD-K60219430	serdemetan	MDM inhibitor
1467	0.99	cp	BRD-K07117950	imperatorin	CDK inhibitor
1468	0.99	cp	BRD-K37691127	hinokitiol	Tyrosinase inhibitor
1469	0.99	cp	BRD-K33860217	CP-94253	Serotonin receptor agonist
1470	0.99	cp	BRD-K93880783	stavudine	DNA directed DNA polymerase inhibitor
1480	0.95	cp	BRD-K92870997	pterostilbene	Cyclooxygenase inhibitor
1481	0.95	cp	BRD-K51302260	KU-C103871	GSP agonist
1482	0.95	cp	BRD-K20287671	SU-4312	PDGFR receptor inhibitor
1483	0.95	cp	BRD-K39670393	amthamine	Histamine receptor agonist
1484	0.95	cp	BRD-K39915878	loxapine	Dopamine receptor antagonist
1485	0.95	cp	BRD-A85472596	L-670596	Prostanoid receptor antagonist
1486	0.95	cp	BRD-K74501079	azithromycin	Bacterial 50S ribosomal subunit inhibitor
1487	0.93	cp	BRD-K84566043	fenpiverinium	Acetylcholine receptor antagonist
1490	0.92	cp	BRD-K99411983	lumicolchicine	Colchicine isomer, non-binder of microtubules
1491	0.92	cp	BRD-K54665485	R-59022	Diacylglycerol kinase inhibitor
1493	0.92	cp	BRD-A73368467	fexofenadine	Histamine receptor antagonist
1494	0.92	cp	BRD-K67844266	MLN-4924	Nedd activating enzyme inhibitor
1495	0.92	cp	BRD-A85860691	chaetocin	Histone lysine methyltransferase inhibitor
1497	0.88	cp	BRD-K96471533	nitazoxanide	Pyruvate ferredoxin oxidoreductase inhibitor
1498	0.88	cp	BRD-K65814004	diphenyleneiodonium	Nitric oxide synthase inhibitor
1500	0.88	cp	BRD-K09186807	KIN001-244	Phosphoinositide dependent kinase inhibitor
1501	0.88	cp	BRD-A51714012	venlafaxine	Adrenergic inhibitor
1502	0.87	cp	BRD-K34437622	BRD-K34437622	Thymidylate synthase inhibitor
1503	0.86	cp	BRD-K71430621	clobenpropit	Histamine receptor antagonist
1504	0.86	cp	BRD-K44849676	capsazepine	TRPV agonist
1506	0.85	cp	BRD-K09485525	GANT-61	GLI antagonist
1507	0.85	cp	BRD-A71262238	nafadotride	Dopamine receptor antagonist
1508	0.85	cp	BRD-K46556543	canrenoic-acid	Mineralocorticoid receptor antagonist
1509	0.85	cp	BRD-K64614248	salicin	Anti-inflammatory
1518	0.81	cp	BRD-K70401845	erlotinib	EGFR inhibitor
1519	0.81	cp	BRD-K78659596	MLN-2238	Proteasome inhibitor
1520	0.81	cp	BRD-K76775527	nimesulide	Cyclooxygenase inhibitor
1521	0.81	cp	BRD-K55191674	benzylpenicillin	Penicillin binding protein inhibitor
1522	0.81	cp	BRD-A95939040	sertaconazole	Sterol demethylase inhibitor
1525	0.78	cp	BRD-K51671335	sulpiride	Dopamine receptor antagonist
1526	0.78	cp	BRD-K16977723	PP-3	EGFR inhibitor
1527	0.78	cp	BRD-K76568384	PHTPP	Estrogen receptor antagonist
1528	0.78	cp	BRD-K05181084	NGB-2904	Dopamine receptor antagonist
1529	0.78	cp	BRD-K17008822	BD-1008	Sigma receptor antagonist
1530	0.78	cp	BRD-K19540840	saracatinib	SRC inhibitor
1531	0.78	cp	BRD-K73196317	urapidil	Adrenergic receptor antagonist
1534	0.74	cp	BRD-A39052811	mosapride	Serotonin receptor agonist
1535	0.74	cp	BRD-K62858456	lomerizine	Calcium channel blocker
1536	0.74	cp	BRD-A81795050	U-18666A	Oxidosqualene cyclase inhibitor
1537	0.74	cp	BRD-A02710418	meptazinol	Opioid receptor agonist
1538	0.74	cp	BRD-A74667430	etodolac	Cyclooxygenase inhibitor
1542	0.71	cp	BRD-K00532621	midazolam	Benzodiazepine receptor agonist
1544	0.7	cp	BRD-K26241953	piceatannol	SYK inhibitor
1545	0.7	cp	BRD-K85606544	neratinib	EGFR inhibitor
1546	0.67	cp	BRD-K49668410	clarithromycin	Bacterial 50S ribosomal subunit inhibitor
1547	0.67	cp	BRD-K28849549	mesalazine	Cyclooxygenase inhibitor
1548	0.67	cp	BRD-A28105619	cucurbitacin-i	JAK inhibitor
1549	0.67	cp	BRD-K70487031	flupentixol	Dopamine receptor antagonist
1550	0.67	cp	BRD-K46469693	SCH-442416	Adenosine receptor antagonist
1551	0.67	cp	BRD-K31792052	pifithrin	Interleukin receptor antagonist
1552	0.67	cp	BRD-K13646352	midostaurin	FLT3 inhibitor
1553	0.67	cp	BRD-K53523901	arctigenin	MEK inhibitor
1554	0.67	cp	BRD-A22143024	estropipate	Estrogen receptor agonist
1555	0.67	cp	BRD-K86301799	dipyridamole	Phosphodiesterase inhibitor
1557	0.67	cp	BRD-K49865102	PD-0325901	MEK inhibitor
1559	0.63	cp	BRD-A02990301	lofexidine	Adrenergic receptor agonist
1560	0.63	cp	BRD-K09635314	M-3M3FBS	phospholipase activator
1561	0.63	cp	BRD-A36318220	necrostatin-1	RIPK inhibitor
1562	0.63	cp	BRD-K17796732	JWH-015	Cannabinoid receptor agonist
1563	0.63	cp	BRD-K12219985	glipizide	Sulfonylurea
1568	0.6	cp	BRD-K67537649	PQ-401	IGF-1 inhibitor
1569	0.6	cp	BRD-A70268693	PG-9	Acetylcholine receptor agonist
1570	0.6	cp	BRD-A10903566	imiloxan	Adrenergic receptor antagonist
1571	0.6	cp	BRD-K56558538	ambroxol	Sodium channel blocker
1572	0.6	cp	BRD-K62200014	anagrelide	Phosphodiesterase inhibitor
1573	0.6	cp	BRD-A33447119	oxfendazole	Anthelmintic
1574	0.6	cp	BRD-K63630713	etacrynic-acid	Sodium/potassium/chloride transporter inhibitor
1575	0.6	cp	BRD-K89732114	trifluoperazine	Dopamine receptor antagonist
1576	0.57	cp	BRD-K56700933	phenethyl-isothiocyanate	Antineoplastic
1577	0.57	cp	BRD-K22010301	JLK-6	Gamma secretase inhibitor
1579	0.56	cp	BRD-K86930074	cediranib	KIT inhibitor
1580	0.56	cp	BRD-K94887716	TFMPP	Serotonin receptor agonist
1581	0.56	cp	BRD-K15916496	clotrimazole	Cytochrome P450 inhibitor
1582	0.56	cp	BRD-A68281735	REV-5901	Leukotriene receptor antagonist
1583	0.56	cp	BRD-K15791587	L-733060	Tachykinin antagonist
1584	0.56	cp	BRD-A02759312	betaxolol	Adrenergic receptor antagonist
1585	0.56	cp	BRD-K78294846	osthol	Calcium channel blocker
1586	0.56	cp	BRD-K45296539	ZD-7114	Adrenergic receptor agonist
1587	0.56	cp	BRD-K17075857	chloroxine	Opioid receptor antagonist
1590	0.56	cp	BRD-K45117373	Y-26763	Potassium channel activator
1592	0.53	cp	BRD-K44353683	nateglinide	Insulin secretagogue
1593	0.53	cp	BRD-K49481516	galantamine	Acetylcholinesterase inhibitor
1594	0.53	cp	BRD-K13169950	NSC-3852	HDAC inhibitor
1595	0.53	cp	BRD-K43330982	JTE-013	Lysophospholipid receptor antagonist
1596	0.53	cp	BRD-K76133116	benzydamine	Membrane integrity inhibitor
1597	0.53	cp	BRD-K28578425	cilostamide	Phosphodiesterase inhibitor
1598	0.53	cp	BRD-A17535965	gelsemine	Acetylcholine receptor antagonist
1600	0.53	cp	BRD-K29458283	chlorambucil	DNA inhibitor
1601	0.53	cp	BRD-K80527266	triacsin-c	Adrenergic receptor antagonist
1604	0.49	cp	BRD-K80725632	lavendustin-c	EGFR inhibitor
1605	0.49	cp	BRD-K54708045	nTZDpa	PPAR receptor agonist
1606	0.49	cp	BRD-K88871508	lisuride	Dopamine receptor agonist
1607	0.49	cp	BRD-K16277217	piperacetazine	Dopamine receptor antagonist
1608	0.49	cp	BRD-K90789829	nefazodone	Adrenergic inhibitor
1609	0.49	cp	BRD-A33711280	metixene	Acetylcholine receptor antagonist
1610	0.49	cp	BRD-A92537424	danazol	Estrogen receptor antagonist
1611	0.49	cp	BRD-A37492983	iocetamic-acid	Radiopaque medium
1612	0.49	cp	BRD-A67799922	phenoxybenzamine	Adrenergic receptor antagonist
1613	0.49	cp	BRD-K89997465	chlorpromazine	Dopamine receptor antagonist
1614	0.49	cp	BRD-K09778810	FGIN-1-27	Inositol monophosphatase inhibitor
1618	0.46	cp	BRD-K45401373	betulinic-acid	Apoptosis stimulant
1619	0.46	cp	BRD-A31007383	SDZ-WAG-994	Adenosine receptor agonist
1620	0.46	cp	BRD-K11163873	phenanthridone	PARP inhibitor
1621	0.46	cp	BRD-A44780397	mifepristone	Glucocorticoid receptor antagonist
1622	0.46	cp	BRD-K17378184	prestwick-559	Dopamine receptor agonist
1623	0.46	cp	BRD-K38251852	paxilline	Potassium channel blocker
1624	0.46	cp	BRD-K09537769	NU-7026	DNA dependent protein kinase inhibitor
1627	0.46	cp	BRD-K57080016	selumetinib	MEK inhibitor
1628	0.46	cp	BRD-A09722536	cyclophosphamide	DNA alkylating agent
1631	0.42	cp	BRD-K48932581	cetraxate	Mucus protecting agent
1632	0.42	cp	BRD-K01192156	tyrphostin-AG-112	Protein tyrosine kinase inhibitor
1633	0.42	cp	BRD-A30590053	MR-16728	Acetylcholine release enhancer
1634	0.42	cp	BRD-A42167015	carteolol	Adrenergic receptor antagonist
1635	0.42	cp	BRD-K59851896	calycanthine	GABA release inhibitor
1636	0.42	cp	BRD-K71266197	PSB-06126	NTPDase inhibitor
1637	0.42	cp	BRD-A31204924	mitotane	Antineoplastic
1638	0.42	cp	BRD-K83023055	GR-135531	Melatonin receptor agonist
1639	0.42	cp	BRD-A42628519	iopanoic-acid	Radiopaque medium
1640	0.42	cp	BRD-K66788707	fludarabine	DNA synthesis inhibitor
1641	0.42	cp	BRD-A79672927	tropicamide	Acetylcholine receptor antagonist
1642	0.41	cp	BRD-A05186015	bupropion	Dopamine uptake inhibitor
1643	0.4	cp	BRD-K82147103	lofepramine	Norepinephrine reuptake inhibitor
1644	0.39	cp	BRD-K59962020	CHEMBL-374350	NFkB pathway inhibitor
1645	0.39	cp	BRD-A97674275	ranolazine	Sodium channel blocker
1646	0.39	cp	BRD-K57718010	pentylenetetrazol	GABA receptor antagonist
1647	0.39	cp	BRD-A35989968	megestrol	Progesterone receptor agonist
1648	0.39	cp	BRD-K28806945	L-750667	Dopamine receptor antagonist
1649	0.39	cp	BRD-K81839095	estrone	Estrogen receptor agonist
1650	0.39	cp	BRD-K59574735	ubenimex	Leukotriene inhibitor
1651	0.39	cp	BRD-K40919711	BAPTA-AM	Potassium channel blocker
1652	0.39	cp	BRD-K09631521	thiotepa	Cytochrome P450 inhibitor
1653	0.39	cp	BRD-A58564983	selamectin	Nematocide
1654	0.39	cp	BRD-K57222227	indometacin	Cyclooxygenase inhibitor
1655	0.39	cp	BRD-K68558722	deracoxib	Cyclooxygenase inhibitor
1658	0.39	cp	BRD-A75769826	SDM25N	Opioid receptor antagonist
1662	0.36	cp	BRD-K15842202	eudesmic-acid	-666
1663	0.35	cp	BRD-K19533706	tranilast	Angiogenesis inhibitor
1664	0.35	cp	BRD-K79353516	indolophenanthridine	CALY activator
1665	0.35	cp	BRD-A31575449	CGP-20712	Adrenergic receptor antagonist
1666	0.35	cp	BRD-K39111395	BCL2-inhibitor	BCL inhibitor
1667	0.35	cp	BRD-K85603128	resorcinol	Phosphodiesterase inhibitor
1668	0.35	cp	BRD-A55416093	colforsin	Adenylyl cyclase activator
1669	0.35	cp	BRD-K35498378	alrestatin	Aldose reductase inhibitor
1670	0.35	cp	BRD-A26384407	chlortalidone	Carbonic anhydrase inhibitor
1671	0.35	cp	BRD-K02867583	minaprine	Serotonin reuptake inhibitor
1673	0.34	cp	BRD-K08287586	butylparaben	DNA synthesis inhibitor
1674	0.34	cp	BRD-K56301217	ABT-737	BCL inhibitor
1677	0.32	cp	BRD-K66896231	BRD-K66896231	Acetylcholinesterase inhibitor
1678	0.32	cp	BRD-A81177136	KN-62	Calcium-calmodulin dependent protein kinase inhibitor
1679	0.32	cp	BRD-K95676198	JAK3-inhibitor-V	JAK inhibitor
